Manufacturer,Permit Number,DATE,VIN NUMBER,"VEHICLE IS CAPABLE OF OPERATING WITHOUT A DRIVER
(Yes or No)","DRIVER PRESENT
(Yes or No)","DISENGAGEMENT INITIATED BY
(AV System, Test Driver, Remote Operator, or Passenger)","DISENGAGEMENT
LOCATION
(Interstate, Freeway, Highway, Rural Road, Street, or Parking Facility)",description
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,10-04-2021,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,10-04-2021,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was achieved by pressing the accelerator pedal to increase velocity of the vehicle. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,10-04-2021,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,10-04-2021,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,10-04-2021,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,10-04-2021,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,10-04-2021,WDD2221591A470147,No,Yes,AV System,street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. A valid trajectory could not be generated.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,10-06-2021,WDD2221591A470147,No,Yes,AV System,street,The planner was not able to generate a valid trajectory within a time cycle. The system asked the operator to take control of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,10-06-2021,WDD2221591A470147,No,Yes,AV System,street,The planner was not able to generate a valid trajectory within a time cycle. The system asked the operator to take control of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,10-06-2021,WDD2221591A470147,No,Yes,AV System,street,The planner was not able to generate a valid trajectory within a time cycle. The system asked the operator to take control of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,10-06-2021,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,10-06-2021,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,10-06-2021,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,10-08-2021,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,10-11-2021,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was achieved by pressing the accelerator pedal to increase velocity of the vehicle. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,10-11-2021,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was achieved by pressing the accelerator pedal to increase velocity of the vehicle. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,10/13/2021,WDD2221591A470147,No,Yes,AV System,street,An issue with localization component caused the system to disengage. The system asked the operator to take control of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,10/13/2021,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,10/13/2021,WDD2221591A470147,No,Yes,AV System,street,An issue with localization component caused the system to disengage. The system asked the operator to take control of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,10/13/2021,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,10/13/2021,WDD2221591A470147,No,Yes,AV System,street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. A valid trajectory could not be generated.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,10/15/2021,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was achieved by pressing the accelerator pedal to increase velocity of the vehicle. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,10/16/2021,WDD2221591A470147,No,Yes,AV System,street,The system disengaged because of an error with the fusion component. The system asked the operator to take control of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,10/19/2021,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,10/19/2021,WDD2221591A470147,No,Yes,AV System,street,An issue with motion control system caused the system to disengage. The system asked the operator to take control of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,10/19/2021,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,10/19/2021,WDD2221591A470147,No,Yes,AV System,street,The system disengaged because of an error with the fusion component. The system asked the operator to take control of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,10/20/2021,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,10/20/2021,WDD2221591A470147,No,Yes,AV System,street,An issue with perception component caused the system to disengage. The system asked the operator to take control of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,10/20/2021,WDD2221591A470147,No,Yes,AV System,street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. A valid trajectory could not be generated.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,10/21/2021,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was achieved by pressing the accelerator pedal to increase velocity of the vehicle. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,10/21/2021,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was achieved by pressing the accelerator pedal to increase velocity of the vehicle. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,10/29/2021,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,10/29/2021,WDD2221591A470500,No,Yes,AV System,street,The planner was not able to generate a valid trajectory within a time cycle. The system asked the operator to take control of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,11-04-2021,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,11-04-2021,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,11-04-2021,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,11-08-2021,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,11-08-2021,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,11-08-2021,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was achieved by pressing the accelerator pedal to increase velocity of the vehicle. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,11-10-2021,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,11-11-2021,WDD2221591A470500,No,Yes,AV System,street,An issue with perception component caused the system to disengage. The system asked the operator to take control of the vehicle.
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,11-11-2021,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.
"NISSAN NORTH AMERICA, INC DBA ALLIANCE INNOVATION LAB",AVT007,05-05-2021,1N4BZ0CP6GC311826,NO,Yes,Test Drive,Street,"Traffic Light Software Module didn't detect traffic light and AV wasn't stopping for red light. As a result, the driver safely disengaged and resumed manual control."
"NISSAN NORTH AMERICA, INC DBA ALLIANCE INNOVATION LAB",AVT007,5/21/2021,1N4BZ0CP6GC311826,NO,Yes,Test Drive,Street,"The AV didn't detect the obstacle in front of it. As a result, the driver safely disengaged and resumed manual control."
"NISSAN NORTH AMERICA, INC DBA ALLIANCE INNOVATION LAB",AVT007,06-11-2021,1N4BZ0CP6GC311826,NO,Yes,Test Drive,Street,"The AV didn't detect the obstacle in front of it. As a result, the driver safely disengaged and resumed manual control."
"NISSAN NORTH AMERICA, INC DBA ALLIANCE INNOVATION LAB",AVT007,7/23/2021,1N4BZ0CP6GC311826,NO,Yes,Test Drive,Street,"Gps localization is incorrect, lane off-set to large, AV was driving towards edge of the lane. As a result, the driver safely disengaged and resumed manual control."
